,Age,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Prod_Efficiency,Exp_Task_Rate
356,43,4,Male,Bachelor Degree,Married,No,Rural,Engineering,Senior,Small (51-200),Technology,Average,Very Fast (100+ Mbps),41,High,Daily,100.0,85.9,86.6,95.0,11,25,100.0,2,7,9310.0,600.0
357,54,3,Male,Associate Degree,Divorced,No,Suburban,Engineering,Senior,Large (1001-5000),Healthcare,Excellent,Very Fast (100+ Mbps),34,Moderate,Weekly,73.7,86.6,58.5,95.0,11,13,100.0,10,9,7761.5,221.10000000000002
358,28,1,Male,Bachelor Degree,Married,Yes,Rural,Sales,Junior,Medium (201-1000),Education,Average,Very Fast (100+ Mbps),48,Moderate,Daily,62.3,64.2,49.5,91.3,8,52,83.9,7,8,6263.179999999999,62.3
359,42,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Small (51-200),Technology,Good,Fast (50-100 Mbps),35,Moderate,Few times per week,72.4,78.3,66.7,94.6,13,52,99.9,5,7,7104.459999999999,217.20000000000002
360,36,3,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Enterprise (5000+),Retail,Good,Fast (50-100 Mbps),48,Moderate,Daily,75.3,78.1,73.4,94.9,13,30,100.0,7,5,7639.450000000001,75.3
361,54,5,Male,Master Degree,Single,Yes,Suburban,Sales,Lead,Startup (1-50),Manufacturing,Good,Moderate (25-50 Mbps),40,High,Few times per week,68.4,61.7,54.3,79.5,11,0,100.0,5,9,4205.55,1846.8000000000002
362,27,3,Male,Bachelor Degree,Married,No,Urban,Marketing,Mid-Level,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),34,Very High,Daily,100.0,100.0,92.4,95.0,7,12,100.0,8,5,9310.0,200.0
363,29,3,Male,Master Degree,Single,No,Suburban,Finance,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),35,Moderate,Weekly,98.7,97.7,86.3,95.0,6,21,100.0,7,6,9310.0,394.8
364,22,1,Male,Master Degree,Married,Yes,Suburban,Operations,Mid-Level,Small (51-200),Manufacturing,Average,Fast (50-100 Mbps),42,High,Bi-weekly,89.2,89.0,79.9,95.0,8,27,100.0,3,3,8236.5,89.2
365,30,3,Male,PhD,Married,Yes,Suburban,Customer Success,Junior,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),32,Moderate,Weekly,59.9,61.6,64.2,79.6,12,1,79.4,2,7,4577.0,0.0
366,28,2,Male,Bachelor Degree,In Relationship,Yes,Rural,Operations,Junior,Startup (1-50),Manufacturing,Average,Fast (50-100 Mbps),46,Very High,Weekly,94.9,84.7,74.0,95.0,4,19,100.0,6,3,8046.5,189.8
367,36,1,Male,Master Degree,Married,Yes,Suburban,HR,Senior,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),38,High,Weekly,82.0,99.9,86.6,95.0,15,34,100.0,4,9,9310.0,492.0
368,38,2,Female,Bachelor Degree,Single,No,Urban,Finance,Lead,Large (1001-5000),Manufacturing,Good,Fast (50-100 Mbps),39,High,Bi-weekly,100.0,98.9,80.3,95.0,7,39,100.0,10,9,9310.0,1100.0
369,51,2,Male,Bachelor Degree,Married,No,Suburban,Engineering,Lead,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),45,High,Few times per week,68.7,71.2,52.9,77.0,5,34,100.0,1,5,4673.900000000001,1167.9
370,43,4,Female,Professional Degree,Married,Yes,Suburban,Engineering,Lead,Large (1001-5000),Finance,Average,Slow (<25 Mbps),40,Very High,Few times per week,86.8,87.5,84.8,95.0,8,11,100.0,7,8,8018.000000000001,520.8
371,29,0,Female,High School,Married,No,Rural,Product,Mid-Level,Enterprise (5000+),Media,Good,Fast (50-100 Mbps),49,Moderate,Bi-weekly,56.1,54.2,35.5,71.9,7,10,78.9,2,6,3889.7900000000004,0.0
372,26,4,Male,Bachelor Degree,Married,No,Urban,Design,Junior,Medium (201-1000),Retail,Average,Fast (50-100 Mbps),29,Very High,Daily,67.3,86.5,74.1,95.0,10,17,100.0,6,8,7096.5,0.0
373,39,4,Female,Master Degree,Married,No,Urban,Finance,Mid-Level,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),46,Very High,Daily,92.9,99.9,95.0,95.0,7,17,100.0,5,3,9243.5,278.70000000000005
374,23,3,Male,Associate Degree,Single,No,Suburban,Finance,Junior,Startup (1-50),Education,Good,Very Fast (100+ Mbps),42,Low,Weekly,64.8,60.5,55.4,73.1,9,31,92.9,6,6,4217.87,0.0
375,51,5,Female,Master Degree,Single,No,Urban,Engineering,Senior,Large (1001-5000),Education,Poor,Very Fast (100+ Mbps),38,High,Daily,100.0,98.2,76.2,95.0,7,0,100.0,7,6,9310.0,800.0
376,45,4,Female,Master Degree,Married,No,Suburban,Marketing,Junior,Large (1001-5000),Finance,Poor,Very Fast (100+ Mbps),47,Moderate,Few times per week,81.1,76.2,72.6,95.0,12,6,72.1,2,5,8588.0,0.0
377,30,4,Male,High School,Married,Yes,Urban,Data Science,Junior,Startup (1-50),Finance,Average,Fast (50-100 Mbps),45,Low,Daily,53.6,50.0,54.5,75.8,12,27,58.2,6,5,4237.219999999999,53.6
378,22,1,Female,Bachelor Degree,In Relationship,No,Urban,Customer Success,Junior,Medium (201-1000),Finance,Good,Moderate (25-50 Mbps),43,Moderate,Weekly,81.5,63.1,72.2,84.2,11,33,78.4,9,7,5313.02,0.0
379,47,4,Female,Master Degree,Married,No,Suburban,Sales,Mid-Level,Enterprise (5000+),Non-profit,Excellent,Very Fast (100+ Mbps),40,Moderate,Monthly,100.0,84.4,83.9,95.0,10,18,100.0,4,5,9072.5,700.0
380,33,4,Female,Bachelor Degree,Divorced,Yes,Urban,Sales,Senior,Small (51-200),Education,Excellent,Fast (50-100 Mbps),37,High,Daily,93.7,99.5,76.5,95.0,10,30,100.0,3,7,9015.5,374.8
381,46,2,Female,PhD,Divorced,Yes,Suburban,Marketing,Manager,Small (51-200),Technology,Average,Very Fast (100+ Mbps),35,High,Daily,94.2,100.0,88.6,95.0,10,25,100.0,7,6,9006.0,1601.4
382,22,2,Male,Master Degree,Divorced,Yes,Urban,Sales,Mid-Level,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),50,High,Daily,93.4,83.0,81.2,94.2,5,55,100.0,7,5,8393.22,0.0
383,29,3,Female,Bachelor Degree,Single,No,Urban,Sales,Mid-Level,Small (51-200),Technology,Good,Moderate (25-50 Mbps),46,Very High,Weekly,87.3,95.1,74.8,95.0,9,35,100.0,5,8,9310.0,261.9
384,35,4,Male,Associate Degree,In Relationship,No,Urban,Operations,Junior,Startup (1-50),Technology,Good,Fast (50-100 Mbps),45,High,Few times per week,82.0,94.3,70.7,95.0,7,14,100.0,8,6,8208.0,164.0
385,35,3,Male,PhD,Single,No,Suburban,Engineering,Senior,Small (51-200),Finance,Good,Fast (50-100 Mbps),39,Moderate,Few times per week,94.3,79.9,78.2,95.0,6,48,100.0,6,1,8198.5,754.4
386,30,4,Male,Bachelor Degree,Single,Yes,Urban,HR,Junior,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),54,High,Daily,90.0,93.6,83.3,95.0,10,0,100.0,6,8,9082.0,180.0
387,40,1,Male,Associate Degree,Married,No,Suburban,HR,Junior,Large (1001-5000),Non-profit,Average,Very Fast (100+ Mbps),37,Moderate,Few times per week,78.5,93.0,86.4,95.0,3,65,100.0,8,5,8217.5,78.5
388,25,4,Female,Master Degree,Single,Yes,Suburban,Customer Success,Junior,Small (51-200),Non-profit,Excellent,Very Fast (100+ Mbps),39,Moderate,Daily,79.4,77.5,72.6,95.0,6,45,100.0,3,8,7980.0,0.0
389,33,2,Female,Master Degree,Single,No,Suburban,Customer Success,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),52,Very High,Few times per week,83.4,98.7,70.9,95.0,7,13,100.0,4,7,8265.0,83.4
390,36,2,Female,Master Degree,Married,Yes,Suburban,Operations,Junior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),41,Very High,Daily,93.5,100.0,69.9,95.0,11,28,100.0,5,9,9310.0,187.0
391,39,3,Male,Bachelor Degree,Single,No,Urban,HR,Junior,Startup (1-50),Consulting,Average,Fast (50-100 Mbps),52,High,Few times per week,100.0,99.8,80.4,95.0,5,8,100.0,3,6,9205.5,500.0
392,41,0,Female,Master Degree,Married,No,Urban,Marketing,Lead,Enterprise (5000+),Technology,Poor,Very Fast (100+ Mbps),44,Moderate,Few times per week,44.1,50.0,43.9,71.2,8,25,61.7,10,4,3054.48,485.1
393,24,0,Female,Master Degree,Single,No,Suburban,Design,Junior,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),38,High,Daily,95.2,76.8,51.1,95.0,9,62,100.0,5,1,7685.500000000001,95.2
394,22,2,Male,Master Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Consulting,Excellent,Fast (50-100 Mbps),40,Moderate,Daily,100.0,83.6,85.9,95.0,11,31,100.0,9,8,9234.0,0.0
395,46,3,Male,PhD,In Relationship,No,Suburban,Product,Mid-Level,Medium (201-1000),Education,Excellent,Moderate (25-50 Mbps),37,Moderate,Weekly,89.2,97.5,73.8,95.0,7,0,92.8,6,8,9310.0,446.0
396,37,5,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Medium (201-1000),Finance,Excellent,Slow (<25 Mbps),46,Moderate,Few times per week,96.9,94.0,56.7,95.0,12,0,100.0,9,4,8578.5,96.9
397,28,4,Female,Master Degree,Married,No,Urban,Engineering,Mid-Level,Small (51-200),Media,Average,Moderate (25-50 Mbps),49,Very High,Bi-weekly,87.6,86.8,91.1,95.0,6,35,100.0,5,10,8721.0,87.6
398,48,3,Female,PhD,In Relationship,No,Suburban,Marketing,Mid-Level,Startup (1-50),Media,Excellent,Very Fast (100+ Mbps),44,Moderate,Daily,100.0,99.1,94.1,95.0,13,28,91.6,8,9,8873.0,500.0
399,36,0,Female,Bachelor Degree,Single,Yes,Rural,Operations,Senior,Medium (201-1000),Retail,Excellent,Very Fast (100+ Mbps),43,Very High,Daily,100.0,93.2,88.0,95.0,5,11,100.0,7,6,9044.0,600.0
400,45,3,Female,High School,Married,No,Urban,Engineering,Lead,Enterprise (5000+),Finance,Average,Moderate (25-50 Mbps),35,Very High,Daily,77.8,89.0,82.9,95.0,4,48,100.0,9,4,9310.0,700.1999999999999
401,35,4,Male,Master Degree,Divorced,No,Suburban,Operations,Mid-Level,Small (51-200),Manufacturing,Good,Moderate (25-50 Mbps),48,High,Daily,87.6,92.8,84.5,95.0,5,35,100.0,6,5,8198.5,262.79999999999995
402,53,2,Female,Bachelor Degree,In Relationship,No,Urban,Customer Success,Manager,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),47,Moderate,Daily,82.6,93.1,74.6,95.0,6,28,100.0,4,9,9101.0,1404.1999999999998
403,50,1,Male,High School,Married,No,Suburban,Engineering,Lead,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),43,Very Low,Daily,66.7,61.9,54.2,73.3,12,39,100.0,6,7,4273.389999999999,933.8000000000001
404,32,2,Female,Bachelor Degree,Single,No,Rural,Operations,Senior,Startup (1-50),Healthcare,Average,Very Fast (100+ Mbps),40,High,Few times per week,100.0,100.0,95.0,95.0,3,60,100.0,3,9,9291.0,600.0
405,43,4,Female,Bachelor Degree,Divorced,No,Suburban,Sales,Junior,Medium (201-1000),Non-profit,Excellent,Moderate (25-50 Mbps),42,Moderate,Weekly,88.9,83.4,49.9,93.9,4,33,86.8,5,2,7596.510000000001,177.8
406,40,2,Female,Bachelor Degree,Single,No,Suburban,Marketing,Senior,Small (51-200),Manufacturing,Good,Very Fast (100+ Mbps),36,High,Weekly,100.0,82.1,82.6,95.0,8,5,100.0,7,10,9310.0,700.0
407,26,2,Male,PhD,Married,No,Suburban,Sales,Junior,Medium (201-1000),Healthcare,Good,Slow (<25 Mbps),40,High,Few times per week,62.2,73.4,70.0,80.5,6,0,100.0,6,4,5337.15,0.0
408,41,1,Female,Master Degree,Married,Yes,Suburban,Data Science,Senior,Small (51-200),Finance,Average,Fast (50-100 Mbps),36,High,Weekly,96.3,100.0,91.4,95.0,8,30,100.0,7,6,9310.0,1155.6
409,44,3,Female,Master Degree,Married,Yes,Suburban,Operations,Junior,Medium (201-1000),Consulting,Average,Very Fast (100+ Mbps),38,Moderate,Few times per week,78.5,84.2,64.7,95.0,7,0,100.0,8,8,7837.5,157.0
410,24,0,Female,Master Degree,Married,No,Suburban,Finance,Junior,Startup (1-50),Consulting,Average,Very Fast (100+ Mbps),41,Very High,Monthly,82.5,75.3,83.3,95.0,7,51,100.0,5,7,7999.0,0.0
411,22,1,Male,Master Degree,Single,No,Rural,Customer Success,Mid-Level,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),41,Moderate,Bi-weekly,79.2,81.2,75.7,95.0,8,31,100.0,7,7,7904.0,0.0
412,32,1,Female,Master Degree,Married,No,Suburban,Engineering,Senior,Large (1001-5000),Manufacturing,Average,Fast (50-100 Mbps),25,High,Few times per week,87.2,78.1,73.3,95.0,7,9,100.0,6,6,7828.000000000001,261.6
413,41,1,Female,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Startup (1-50),Consulting,Average,Very Fast (100+ Mbps),44,Very High,Few times per week,71.9,76.9,52.7,82.5,9,33,100.0,6,7,5733.75,143.8
414,48,2,Male,Bachelor Degree,Married,Yes,Urban,Marketing,Senior,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),42,High,Weekly,86.3,100.0,93.3,95.0,11,39,100.0,3,8,9310.0,1035.6
415,35,5,Female,Master Degree,In Relationship,No,Suburban,Customer Success,Lead,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),47,Low,Daily,95.9,100.0,72.9,95.0,11,0,100.0,6,10,9310.0,671.3000000000001
416,49,3,Female,Master Degree,Divorced,No,Suburban,Engineering,Lead,Small (51-200),Technology,Good,Slow (<25 Mbps),40,Low,Weekly,69.0,72.8,55.4,88.8,8,38,50.8,8,7,5478.96,966.0
417,22,4,Female,Master Degree,Married,Yes,Suburban,Data Science,Junior,Medium (201-1000),Media,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,100.0,96.8,93.7,95.0,8,14,100.0,5,7,9310.0,0.0
418,22,2,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Very Fast (100+ Mbps),41,Moderate,Weekly,68.4,69.0,59.0,74.8,6,44,87.2,7,5,4899.4,68.4
419,34,2,Female,Bachelor Degree,Married,No,Rural,Engineering,Senior,Large (1001-5000),Retail,Good,Moderate (25-50 Mbps),44,Moderate,Daily,75.1,100.0,87.9,95.0,7,11,100.0,8,6,8607.0,375.5
420,38,0,Female,Master Degree,Divorced,Yes,Urban,Engineering,Mid-Level,Medium (201-1000),Finance,Poor,Fast (50-100 Mbps),36,Low,Daily,96.6,98.1,82.9,95.0,3,16,99.3,6,9,8616.5,676.1999999999999
421,34,3,Female,Associate Degree,Married,No,Urban,Operations,Senior,Startup (1-50),Retail,Poor,Fast (50-100 Mbps),48,Low,Few times per week,76.8,68.0,60.3,87.8,7,43,90.2,3,3,6409.4,537.6
422,22,3,Male,Master Degree,Divorced,Yes,Suburban,Product,Mid-Level,Enterprise (5000+),Education,Average,Fast (50-100 Mbps),49,Moderate,Few times per week,74.0,61.8,77.1,79.9,7,53,100.0,2,5,5457.17,74.0
423,34,1,Male,Professional Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Poor,Fast (50-100 Mbps),53,Very High,Daily,92.3,89.0,92.1,95.0,11,19,100.0,7,5,8550.0,461.5
424,23,4,Female,Master Degree,Married,Yes,Urban,Operations,Junior,Medium (201-1000),Government,Poor,Very Fast (100+ Mbps),38,High,Few times per week,60.1,52.1,37.7,67.7,12,42,98.6,2,3,3459.4700000000003,0.0
425,41,3,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),45,Moderate,Daily,80.3,86.7,71.0,92.7,9,35,100.0,10,7,8120.5199999999995,803.0
426,38,2,Male,Bachelor Degree,Married,No,Urban,Operations,Lead,Startup (1-50),Finance,Excellent,Moderate (25-50 Mbps),33,Low,Few times per week,89.2,94.6,84.7,95.0,12,25,81.7,3,9,9310.0,1248.8
427,26,1,Male,Master Degree,Divorced,No,Urban,Engineering,Junior,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),30,High,Few times per week,55.2,69.7,71.2,85.6,9,33,100.0,7,2,5623.92,0.0
428,30,3,Male,Master Degree,Single,No,Urban,Marketing,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,58.9,60.8,56.4,67.7,7,32,98.1,8,5,3879.21,235.6
429,25,4,Female,Bachelor Degree,Single,Yes,Rural,Finance,Junior,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),41,Moderate,Few times per week,70.6,80.0,81.1,92.9,11,34,87.2,5,9,6763.12,70.6
430,34,2,Male,Bachelor Degree,Married,Yes,Urban,Operations,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),34,Very High,Daily,82.8,80.8,75.4,92.6,9,61,100.0,6,6,7157.98,165.6
431,43,2,Male,Bachelor Degree,Single,No,Urban,Engineering,Manager,Medium (201-1000),Manufacturing,Excellent,Very Fast (100+ Mbps),43,Moderate,Weekly,87.0,94.1,95.0,95.0,12,16,100.0,9,9,8711.5,957.0
432,26,3,Male,Master Degree,Married,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Finance,Good,Fast (50-100 Mbps),47,High,Daily,100.0,100.0,95.0,95.0,10,38,100.0,9,9,9310.0,0.0
433,39,1,Female,Master Degree,Single,Yes,Suburban,Finance,Mid-Level,Large (1001-5000),Healthcare,Excellent,Very Fast (100+ Mbps),42,Moderate,Weekly,86.6,89.0,91.2,95.0,2,49,97.1,9,10,8578.5,519.5999999999999
434,30,4,Male,PhD,Single,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Good,Very Fast (100+ Mbps),49,Moderate,Daily,53.4,65.6,66.5,77.6,12,47,90.9,5,6,4981.92,106.8
435,27,4,Male,Bachelor Degree,Married,Yes,Suburban,Product,Junior,Small (51-200),Manufacturing,Good,Moderate (25-50 Mbps),38,Very Low,Few times per week,67.3,63.5,48.7,71.5,11,20,100.0,2,6,4161.3,134.6
436,34,1,Female,Master Degree,Married,Yes,Suburban,Customer Success,Senior,Startup (1-50),Technology,Average,Fast (50-100 Mbps),48,Low,Few times per week,71.4,76.4,61.4,82.4,10,57,82.9,3,8,5866.880000000001,285.6
437,25,0,Male,Bachelor Degree,Single,Yes,Urban,Data Science,Mid-Level,Medium (201-1000),Government,Good,Very Fast (100+ Mbps),39,Very High,Daily,72.4,71.9,73.4,85.3,12,64,100.0,3,7,6499.86,72.4
438,30,4,Male,Bachelor Degree,Single,No,Suburban,Sales,Senior,Small (51-200),Education,Good,Very Fast (100+ Mbps),49,Very High,Daily,95.7,93.1,86.9,95.0,9,29,100.0,7,7,9310.0,382.8
439,24,2,Female,Master Degree,Single,Yes,Suburban,Sales,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),34,Moderate,Daily,40.0,50.0,35.8,64.6,10,39,88.9,8,7,2261.0,0.0
440,52,1,Male,Bachelor Degree,Married,No,Urban,Engineering,Senior,Large (1001-5000),Finance,Average,Fast (50-100 Mbps),43,Moderate,Daily,100.0,92.6,93.4,95.0,11,34,96.5,2,6,9310.0,1200.0
441,35,4,Female,Bachelor Degree,Single,Yes,Urban,Marketing,Lead,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),43,Moderate,Few times per week,62.6,74.6,53.8,72.6,3,37,92.2,8,5,4595.579999999999,626.0
442,28,2,Male,Master Degree,Married,No,Suburban,Finance,Junior,Large (1001-5000),Manufacturing,Excellent,Moderate (25-50 Mbps),44,High,Few times per week,92.6,77.8,53.2,91.2,9,57,100.0,7,7,6721.4400000000005,185.2
443,36,3,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),39,Moderate,Daily,70.0,59.3,53.1,77.6,9,34,87.0,6,5,4477.5199999999995,280.0
444,33,2,Male,Associate Degree,Married,No,Rural,Engineering,Lead,Small (51-200),Finance,Average,Moderate (25-50 Mbps),44,High,Few times per week,80.6,92.0,81.3,95.0,6,48,100.0,10,6,8521.5,483.59999999999997
445,33,4,Female,Bachelor Degree,Married,No,Suburban,Marketing,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),40,High,Monthly,88.0,81.5,58.2,94.1,9,14,100.0,4,7,7038.679999999999,264.0
446,40,2,Male,Bachelor Degree,Married,No,Urban,Finance,Senior,Startup (1-50),Technology,Excellent,Very Fast (100+ Mbps),38,Very High,Bi-weekly,83.1,93.5,95.0,95.0,11,22,100.0,4,7,9167.5,1163.3999999999999
447,41,5,Male,Master Degree,In Relationship,No,Urban,Operations,Lead,Small (51-200),Retail,Excellent,Very Fast (100+ Mbps),50,Low,Daily,77.3,99.9,79.0,95.0,8,0,67.9,5,7,8189.0,1004.9
448,30,4,Female,Bachelor Degree,Married,No,Rural,Engineering,Junior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),42,Moderate,Daily,61.7,62.3,58.1,79.2,10,6,50.8,6,7,4910.400000000001,61.7
449,32,3,Male,Associate Degree,Married,No,Suburban,Engineering,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),37,Moderate,Daily,79.4,84.7,68.0,94.9,9,19,100.0,8,7,7933.64,397.0
450,22,3,Female,Bachelor Degree,Single,No,Suburban,Product,Mid-Level,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),50,Very High,Daily,76.7,92.4,71.0,95.0,7,35,100.0,8,3,7733.000000000001,76.7
451,22,3,Male,Bachelor Degree,Married,No,Suburban,Design,Junior,Small (51-200),Retail,Excellent,Very Fast (100+ Mbps),36,Moderate,Daily,92.0,97.5,80.2,95.0,7,10,94.8,9,6,8189.0,92.0
452,47,4,Female,Master Degree,Divorced,Yes,Suburban,Sales,Senior,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),45,Very High,Daily,100.0,97.9,95.0,95.0,11,17,100.0,8,7,9310.0,600.0
453,49,3,Male,Bachelor Degree,Married,No,Urban,Sales,Mid-Level,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),37,Moderate,Few times per week,92.2,100.0,84.2,95.0,13,7,100.0,6,6,9310.0,645.4
454,32,0,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),33,High,Few times per week,83.8,93.1,87.5,95.0,13,18,100.0,6,1,8768.5,251.39999999999998
455,40,4,Male,Bachelor Degree,Married,No,Suburban,Marketing,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),44,Moderate,Daily,75.7,83.2,66.6,95.0,8,26,100.0,4,7,7809.0,757.0
456,37,0,Male,Professional Degree,Single,Yes,Rural,Engineering,Lead,Small (51-200),Media,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,50.0,50.0,49.0,76.3,14,41,90.9,4,6,3883.6699999999996,300.0
457,62,4,Male,Master Degree,Single,Yes,Urban,Product,Senior,Small (51-200),Healthcare,Average,Slow (<25 Mbps),51,High,Few times per week,72.6,96.4,75.5,95.0,7,25,100.0,10,4,8740.0,798.5999999999999
458,45,4,Male,Master Degree,Divorced,No,Suburban,Marketing,Mid-Level,Large (1001-5000),Technology,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,100.0,96.7,68.0,95.0,9,13,100.0,4,10,9310.0,400.0
459,33,2,Female,Master Degree,In Relationship,No,Urban,Engineering,Lead,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),49,High,Monthly,92.7,93.3,82.2,95.0,12,31,100.0,6,9,7989.499999999999,648.9
460,22,4,Female,Master Degree,In Relationship,No,Suburban,Engineering,Junior,Small (51-200),Education,Average,Very Fast (100+ Mbps),46,High,Few times per week,96.1,95.2,95.0,95.0,5,42,100.0,7,7,9310.0,96.1
461,36,4,Male,Bachelor Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),33,Moderate,Weekly,84.6,96.6,82.1,95.0,15,35,84.5,5,6,7999.0,169.2
462,28,2,Male,Associate Degree,Single,No,Urban,Marketing,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),40,Very High,Daily,75.5,96.3,62.9,95.0,3,41,100.0,7,5,8778.0,302.0
463,22,2,Female,Master Degree,Married,No,Urban,Sales,Junior,Small (51-200),Education,Average,Fast (50-100 Mbps),46,High,Few times per week,86.6,94.5,84.7,95.0,9,28,100.0,9,7,9110.5,0.0
464,25,0,Male,Bachelor Degree,Divorced,Yes,Urban,Data Science,Junior,Large (1001-5000),Education,Excellent,Fast (50-100 Mbps),41,Moderate,Few times per week,74.9,81.6,57.7,95.0,7,33,96.9,5,9,7514.499999999999,0.0
465,50,1,Female,Bachelor Degree,In Relationship,Yes,Urban,Customer Success,Manager,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),46,Moderate,Daily,100.0,92.1,95.0,95.0,6,38,100.0,5,7,9053.5,1500.0
466,34,1,Female,Master Degree,Married,No,Suburban,Engineering,Junior,Enterprise (5000+),Technology,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,75.2,84.6,62.6,95.0,8,22,100.0,5,6,7096.5,75.2
467,48,3,Male,High School,Married,Yes,Suburban,Operations,Manager,Startup (1-50),Media,Excellent,Fast (50-100 Mbps),46,High,Few times per week,99.7,95.0,81.7,95.0,9,9,100.0,6,2,9310.0,1694.9
468,35,5,Male,PhD,Single,Yes,Urban,Operations,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),45,Very High,Monthly,84.1,100.0,83.4,95.0,12,0,100.0,6,4,9148.5,504.59999999999997
